SERIAL_NUMBER,DATE,HUMS_TMP_FCT1,HUMS_NB_EVENT_FCT1,HUMS_TMP_FCT2,HUMS_NB_EVENT_FCT2,HUMS_TMP_FCT3,HUMS_NB_EVENT_FCT3,HUMS_MIN_TEMPERATURE_FCT4,HUMS_MAX_TEMPERATURE_FCT4
SN-H004,2025-02-26,49.1,4,47.7,4,43.3,3,0,0
SN-H004,2025-04-10,46.9,5,50.4,3,38.0,4,11.3,71.5
SN-H004,2025-06-04,54.8,9,63.4,11,0,0,15.8,72.8
SN-H004,2025-11-23,52.1,3,48.5,11,45.9,8,16.7,65.2
SN-H004,2025-12-12,36.3,5,64.2,11,39.6,8,16.7,75.2
SN-H005,2025-06-08,0,0,56.1,7,39.7,2,0,0
SN-H005,2025-07-14,53.8,8,63.4,11,42.7,1,24.2,69.3
SN-H005,2026-01-03,44.6,1,58.6,2,44.2,4,10.7,67.6
SN-H005,2026-01-28,41.8,6,52.5,3,42.5,7,22.2,62.5
SN-H006,2025-03-06,41.4,4,55.0,3,39.5,4,16.1,68.9
SN-H006,2025-05-01,39.0,8,52.9,1,41.7,4,20.5,65.4
SN-H006,2025-05-19,44.8,9,52.2,1,41.0,3,21.1,75.3
SN-H006,2025-06-02,51.1,6,58.5,3,44.2,8,22.1,66.8
SN-H006,2025-06-21,50.9,8,60.3,11,33.4,6,24.1,67.8
SN-H006,2025-07-29,53.7,3,58.7,1,45.8,1,23.8,64.3
SN-H006,2025-08-15,37.0,2,45.9,11,45.9,7,23.5,73.3
SN-H006,2025-08-21,40.2,8,47.5,8,30.4,4,16.5,78.8
SN-H006,2025-10-18,46.5,4,55.3,7,41.1,4,18.1,77.7
SN-H007,2025-01-03,37.2,4,55.0,11,0,0,16.9,62.4
SN-H007,2025-03-10,40.0,10,0,0,41.7,2,23.1,73.0
SN-H007,2025-04-13,52.2,4,47.4,7,44.3,1,10.7,74.6
SN-H007,2025-05-05,35.7,3,64.9,0,38.6,0,12.5,73.3
SN-H007,2025-06-04,42.6,0,52.5,10,42.3,2,22.4,61.1
SN-H007,2025-06-22,46.7,9,64.0,10,35.2,6,23.8,77.2
SN-H007,2025-07-21,51.1,5,63.2,8,0,0,20.9,63.1
SN-H007,2025-07-27,50.8,0,46.6,2,33.1,0,0,0
SN-H007,2025-08-27,45.0,9,53.1,9,48.0,3,17.3,69.8
SN-H007,2025-09-07,39.8,9,49.6,9,49.4,5,20.1,63.5
SN-H007,2025-10-09,36.9,5,61.5,12,46.5,8,23.7,75.5
SN-H007,2025-10-26,47.2,6,46.3,4,0,0,14.1,69.7
SN-H007,2025-11-20,49.4,6,62.9,11,37.1,1,25.0,63.3
SN-H007,2026-01-31,44.4,10,56.5,0,36.1,0,17.8,67.2
SN-H008,2025-03-25,35.8,8,48.5,3,30.5,2,18.1,64.5
SN-H008,2025-05-08,45.5,7,50.5,12,41.3,7,16.6,62.3
SN-H008,2025-06-10,45.0,4,57.7,0,0,0,15.9,76.4
SN-H008,2025-08-21,40.1,1,49.0,0,40.8,4,14.4,75.1
SN-H008,2025-09-22,0,0,0,0,0,0,0,0
SN-H008,2025-11-23,39.5,2,51.3,11,36.3,6,20.1,72.4
SN-H008,2025-12-17,40.8,4,48.2,1,42.1,5,15.9,70.6
SN-H008,2026-01-16,38.6,6,52.4,9,33.7,7,17.6,67.0
SN-H009,2025-04-22,0,0,0,0,0,0,0,0
SN-H009,2025-09-03,0,0,56.0,8,46.2,1,0,0
SN-H009,2025-09-09,0,0,0,0,0,0,0,0
SN-H009,2026-01-03,0,0,0,0,0,0,0,0
SN-H009,2026-01-16,43.5,3,49.3,2,49.2,3,13.5,60.8
SN-H009,2026-01-31,43.6,3,59.6,1,46.1,7,24.5,77.4
SN-H010,2025-01-14,0,0,0,0,0,0,0,0
SN-H010,2025-03-12,38.0,5,63.3,11,44.3,5,11.7,77.8
SN-H010,2025-03-17,43.8,1,48.9,10,42.5,0,23.8,68.8
SN-H010,2025-03-21,49.6,5,59.8,7,31.0,3,19.1,64.5
SN-H010,2025-05-27,52.7,4,53.1,4,38.0,0,24.3,69.9
SN-H010,2025-06-01,40.4,9,48.7,8,39.8,7,10.9,76.8
SN-H010,2025-06-19,46.0,3,58.1,0,34.5,1,15.5,70.9
SN-H010,2025-12-14,44.3,2,52.0,12,36.9,3,13.6,73.1
SN-H010,2026-02-04,0,0,56.6,0,42.3,7,11.5,66.2
SN-H011,2025-01-21,37.3,1,53.4,2,0,0,25.0,72.8
SN-H011,2025-02-05,48.4,4,51.7,11,37.8,1,18.0,76.4
SN-H011,2025-06-05,53.6,10,56.8,4,43.5,7,23.0,61.5
SN-H011,2025-06-23,35.7,6,53.4,0,45.4,7,16.5,72.8
SN-H011,2025-11-14,43.0,1,46.6,8,44.1,5,18.3,77.8
SN-H011,2025-11-18,50.0,10,48.7,5,45.4,4,22.6,71.3
SN-H011,2025-12-29,43.8,10,45.4,8,46.3,1,10.9,75.5
SN-H012,2025-01-03,45.5,3,51.6,5,30.7,5,16.1,72.9
SN-H012,2025-01-24,43.0,0,48.7,9,46.2,8,14.2,65.4
SN-H012,2025-02-06,40.9,9,53.6,8,31.7,8,17.6,64.0
SN-H012,2025-02-10,40.6,1,54.2,0,46.1,0,20.0,68.0
SN-H012,2025-05-20,50.8,9,52.3,8,46.3,4,13.9,64.9
SN-H012,2025-07-17,38.4,6,57.3,9,33.0,3,22.5,69.6
SN-H012,2025-07-20,47.5,1,54.6,12,31.7,3,22.5,70.7
SN-H012,2025-08-30,35.2,5,47.2,5,38.9,4,24.0,63.6
SN-H012,2025-10-11,51.8,4,52.7,1,30.8,8,14.2,64.8
SN-H012,2025-11-12,41.2,2,47.1,1,46.6,3,23.6,72.9
SN-H012,2025-11-27,47.6,5,48.4,5,42.4,7,0,0
SN-H012,2025-11-27,45.1,0,63.0,1,40.4,4,21.1,66.7
SN-H012,2025-12-06,0,0,63.1,0,30.7,6,10.0,79.6
SN-H012,2025-12-09,43.8,10,61.9,4,49.7,8,11.0,61.6
SN-H012,2025-12-15,36.8,10,61.7,11,33.2,8,10.3,75.5
SN-H012,2026-01-07,49.7,10,0,0,0,0,12.6,62.3
SN-H012,2026-02-04,50.9,5,50.4,10,41.3,8,10.8,67.5
SN-H013,2025-01-22,37.8,3,58.1,3,32.3,1,22.1,73.7
SN-H013,2025-03-21,48.8,0,48.9,7,44.2,3,12.6,63.9
SN-H013,2025-04-26,44.8,1,64.3,0,34.3,4,24.8,71.8
SN-H013,2025-05-18,41.8,4,53.3,6,33.2,6,13.0,63.6
SN-H013,2025-06-03,37.4,5,48.4,10,49.2,3,16.7,79.5
SN-H013,2025-09-09,41.6,7,56.2,0,40.3,6,24.2,62.9
SN-H013,2025-10-13,45.5,9,56.6,9,41.1,4,23.7,70.8
SN-H013,2025-12-20,51.8,0,63.8,2,32.0,5,20.5,79.9
SN-H013,2026-01-27,35.3,10,62.7,2,35.4,1,23.4,69.6
SN-H014,2025-01-23,50.8,4,56.1,7,34.3,3,14.8,78.4
SN-H014,2025-05-12,44.9,8,50.9,0,44.3,3,12.2,78.5
SN-H014,2025-06-01,53.3,8,60.8,4,35.1,8,20.4,67.4
SN-H014,2025-07-01,40.0,8,57.4,10,41.8,8,15.4,70.1
SN-H014,2025-07-07,40.6,2,49.2,9,39.2,4,19.9,79.9
SN-H014,2025-10-03,48.6,9,61.7,10,41.4,8,12.4,66.9
SN-H014,2025-10-03,47.5,10,62.6,9,36.9,4,18.1,66.6
SN-H014,2025-11-29,0,0,0,0,0,0,0,0
SN-H014,2025-12-03,51.8,4,61.9,10,40.7,8,14.9,78.1
SN-H014,2025-12-17,47.1,8,62.3,10,42.7,6,13.1,62.8
SN-H014,2025-12-21,50.7,3,61.7,5,44.8,2,18.3,61.4
SN-H014,2025-12-23,40.4,6,50.7,9,0,0,16.8,63.4
SN-H014,2025-12-26,50.8,5,46.0,3,0,0,21.8,73.0
SN-H014,2025-12-29,43.1,4,46.7,0,49.2,1,23.8,62.7
SN-H015,2025-03-18,0,0,0,0,0,0,0,0
SN-H015,2025-03-20,0,0,0,0,0,0,0,0
SN-H015,2025-07-28,40.1,3,60.3,8,34.7,3,24.1,69.7
SN-H015,2025-08-06,0,0,0,0,0,0,0,0
SN-H015,2025-08-16,54.7,10,52.5,3,37.0,3,0,0
SN-H015,2025-08-28,35.2,9,60.7,2,42.7,6,13.2,72.5
SN-H015,2025-09-03,50.8,5,55.1,2,32.1,8,19.1,79.7
SN-H015,2025-09-22,38.0,8,54.7,9,42.2,0,13.4,72.1
SN-H015,2025-10-04,51.9,1,63.5,0,34.3,7,18.6,64.4
SN-H015,2025-10-14,44.3,4,45.8,8,38.7,8,20.0,67.4
SN-H016,2025-01-08,45.0,8,57.5,7,46.0,1,15.9,69.3
SN-H016,2025-02-01,39.7,10,49.6,11,42.6,0,22.8,79.3
SN-H016,2025-05-05,53.4,8,60.0,7,40.9,8,14.4,67.7
SN-H016,2025-06-05,38.8,9,54.6,5,39.3,5,15.7,62.0
SN-H016,2025-07-18,0,0,0,0,0,0,0,0
SN-H016,2025-08-04,40.3,6,51.3,1,31.9,7,13.1,63.6
SN-H016,2025-08-14,47.1,10,60.9,11,32.6,4,20.0,70.5
SN-H016,2025-08-18,38.6,2,54.1,0,37.3,0,22.5,78.7
SN-H016,2025-10-22,52.1,5,54.4,5,39.2,6,10.7,77.7
SN-H016,2025-11-08,54.5,4,46.1,8,31.7,2,22.0,61.2
SN-H016,2025-11-12,41.7,10,55.6,7,43.2,2,24.0,73.4
SN-H016,2025-12-04,0,0,58.8,4,37.1,1,23.1,66.8
SN-H016,2025-12-26,36.7,6,59.8,4,36.6,8,16.8,76.5
SN-H017,2025-02-27,46.6,0,52.8,11,45.9,5,15.9,78.6
SN-H017,2025-04-23,0,0,55.1,3,34.8,1,10.2,62.6
SN-H017,2025-05-09,53.1,0,64.8,10,46.9,1,12.8,61.3
SN-H017,2025-05-19,40.0,9,51.6,12,30.6,7,24.1,77.4
SN-H017,2025-05-20,50.2,0,0,0,48.8,3,18.6,61.0
SN-H017,2025-06-05,43.2,6,48.6,7,31.3,3,21.4,69.1
SN-H017,2025-08-03,39.3,0,62.6,11,0,0,10.8,77.3
SN-H017,2025-09-22,0,0,0,0,0,0,0,0
SN-H017,2025-10-19,35.4,7,63.5,3,44.9,8,18.5,68.8
SN-H017,2025-10-21,39.8,6,63.4,2,35.1,8,23.3,68.5
SN-H017,2025-10-30,0,0,49.4,12,39.8,0,18.2,60.0
SN-H017,2025-10-30,46.8,4,57.1,3,39.4,6,22.4,79.2
SN-H017,2025-12-08,39.6,3,49.4,12,35.3,4,0,0
SN-H017,2026-01-15,54.5,9,54.3,5,0,0,15.0,62.9
SN-H018,2025-01-04,48.3,8,63.0,6,35.8,5,20.3,64.9
SN-H018,2025-01-05,43.8,7,56.6,2,38.9,7,22.3,74.0
SN-H018,2025-05-14,39.3,2,50.4,4,36.5,7,0,0
SN-H018,2025-10-10,44.1,0,48.9,11,47.3,6,19.7,74.9
SN-H018,2025-10-12,46.5,3,62.3,4,44.1,0,0,0
SN-H018,2025-10-19,47.1,1,0,0,33.5,4,14.2,77.9
SN-H018,2026-01-28,51.4,7,55.9,9,36.1,2,16.8,65.7
SN-H019,2025-02-03,45.8,2,46.4,8,49.1,7,0,0
SN-H019,2025-02-18,41.0,5,61.8,0,49.5,5,10.9,64.3
SN-H019,2025-04-14,42.2,5,0,0,39.4,2,10.6,68.2
SN-H019,2025-06-08,39.4,0,52.8,2,43.4,0,17.3,76.1
SN-H019,2025-06-12,36.3,8,50.5,1,34.0,4,22.3,76.5
SN-H019,2025-06-27,0,0,63.2,5,0,0,21.4,72.9
SN-H019,2025-08-10,40.4,0,55.6,5,42.3,8,0,0
SN-H019,2025-11-23,40.1,4,57.8,1,32.3,6,23.8,61.3
SN-H019,2025-12-03,46.5,3,52.0,4,38.0,6,14.4,64.3
SN-H019,2025-12-18,48.4,3,57.7,9,46.6,6,0,0
SN-H020,2025-03-20,45.4,8,49.7,7,40.4,8,0,0
SN-H020,2025-06-15,50.5,5,45.4,10,39.9,7,23.6,79.2
SN-H020,2025-06-21,54.5,10,51.9,2,40.9,5,17.1,78.5
SN-H020,2025-06-29,37.1,1,50.9,9,48.9,5,22.6,77.2
SN-H020,2025-11-01,0,0,48.1,5,49.5,5,15.0,79.6
SN-H020,2025-11-30,50.2,0,0,0,43.9,5,20.5,63.1
SN-H020,2025-12-03,36.0,4,47.5,11,36.0,2,17.8,79.9
SN-I001,2025-06-13,35.3,1,55.5,12,47.0,4,22.8,61.8
SN-I001,2025-07-19,35.5,1,46.2,6,30.1,8,23.1,64.7
SN-I001,2025-08-28,49.1,3,50.7,8,39.0,5,16.6,62.0
SN-I001,2025-09-03,39.1,8,46.9,0,40.0,1,12.7,65.8
SN-I001,2025-10-03,49.7,4,58.3,3,44.2,3,17.6,64.0
SN-I001,2025-10-10,38.3,5,0,0,0,0,12.4,70.3
SN-I001,2025-11-26,37.7,0,64.5,12,38.6,8,10.9,69.4
SN-I001,2026-01-20,0,0,0,0,0,0,0,0
SN-I001,2026-01-28,40.6,0,54.0,1,49.0,3,19.9,61.5
SN-I001,2026-02-01,40.6,7,54.4,7,39.8,0,0,0
SN-I001,2026-02-05,41.2,9,51.3,12,45.8,3,19.4,77.3
SN-I002,2025-01-26,44.8,6,57.0,4,33.8,3,24.9,67.9
SN-I002,2025-02-14,0,0,0,0,0,0,0,0
SN-I002,2025-05-18,43.7,8,47.5,7,30.9,8,15.7,69.6
SN-I002,2025-06-08,48.1,5,47.0,9,38.8,7,14.4,79.6
SN-I002,2025-06-29,0,0,54.7,3,0,0,17.7,67.1
SN-I002,2025-10-29,0,0,45.3,7,37.4,4,14.8,69.2
SN-I002,2025-10-29,49.3,9,55.2,1,30.8,8,10.7,74.0
SN-I002,2025-12-15,50.6,0,52.1,6,37.8,5,0,0
SN-I002,2026-01-19,50.2,9,58.4,2,0,0,22.9,64.6
SN-I002,2026-01-26,38.6,5,62.6,9,47.0,1,15.4,71.2
SN-I003,2025-02-27,47.4,2,61.1,5,33.7,5,15.1,76.3
SN-I003,2025-03-27,49.3,1,60.3,1,45.7,5,24.0,76.0
SN-I003,2025-04-12,40.5,3,49.9,8,39.1,8,15.1,66.7
SN-I003,2025-07-23,47.1,7,62.1,9,41.1,0,21.8,66.4
SN-I003,2025-08-18,54.6,5,61.7,2,43.5,0,15.1,75.8
SN-I003,2025-10-24,0,0,0,0,0,0,0,0
SN-I003,2025-12-12,44.9,0,47.1,6,41.0,4,13.5,61.4
SN-I003,2026-01-28,35.7,7,54.7,1,34.3,7,19.8,78.9
SN-I004,2025-03-13,52.4,7,61.2,12,36.6,5,20.2,79.6
SN-I004,2025-05-24,48.6,6,62.8,9,49.3,1,19.5,79.5
SN-I004,2025-09-20,48.8,0,56.0,11,32.0,4,17.0,77.1
SN-I004,2025-12-02,39.8,8,46.9,7,35.0,2,19.1,68.1
SN-I004,2026-01-08,45.4,6,60.0,4,34.1,7,16.4,71.1
SN-I005,2025-01-26,50.7,4,54.7,4,37.4,6,0,0
SN-I005,2025-04-21,52.2,8,62.9,5,41.2,7,17.7,76.9
SN-I005,2025-07-18,49.8,8,60.7,3,37.6,2,10.6,63.4
SN-I005,2025-07-21,41.8,10,50.0,8,0,0,17.2,67.5
SN-I005,2025-10-01,39.3,1,54.2,1,37.8,3,24.9,71.3
SN-I005,2025-10-18,53.0,7,45.1,6,48.4,0,15.8,66.3
SN-I005,2025-12-06,41.0,5,48.1,9,43.0,2,22.3,76.1
SN-I005,2025-12-31,49.0,7,53.6,11,44.1,5,17.5,72.6
SN-I005,2026-01-23,50.0,1,55.6,9,37.1,1,0,0
SN-I006,2025-02-03,45.8,1,47.6,9,47.7,3,24.5,76.3
SN-I006,2025-03-11,53.0,9,54.6,0,37.7,5,14.8,77.4
SN-I006,2025-03-14,39.4,6,49.6,7,49.3,5,11.9,68.5
SN-I006,2025-04-14,43.9,7,0,0,37.9,6,18.8,65.3
SN-I006,2025-05-02,36.3,7,47.2,6,32.5,3,19.4,71.7
SN-I006,2025-05-09,47.1,5,52.1,1,45.0,0,23.2,75.9
SN-I006,2025-06-04,50.8,10,50.4,3,40.4,2,16.2,64.1
SN-I006,2025-06-22,44.5,0,0,0,30.8,0,23.1,62.0
SN-I006,2025-07-26,46.9,3,53.9,0,44.4,6,20.9,71.5
SN-I006,2025-08-13,47.4,8,50.7,9,42.6,7,15.0,76.2
SN-I006,2025-09-15,48.7,3,54.8,8,33.3,0,14.0,77.5
SN-I006,2025-11-04,47.2,10,59.9,1,49.6,5,13.1,61.0
SN-I006,2025-11-19,55.0,5,61.6,1,0,0,16.2,76.5
SN-I006,2025-12-29,42.5,5,55.0,8,31.7,8,16.3,68.7
SN-I006,2026-01-02,46.7,2,53.8,11,47.1,7,10.9,78.1
SN-I007,2025-01-09,37.7,1,48.5,6,36.0,6,16.8,73.3
SN-I007,2025-02-13,45.7,7,54.0,4,39.1,5,0,0
SN-I007,2025-04-15,39.0,3,0,0,30.3,7,16.0,67.0
SN-I007,2025-08-15,51.4,9,51.0,5,33.6,2,14.4,77.3
SN-I007,2025-08-25,35.1,10,56.7,6,44.7,1,13.1,67.5
SN-I007,2025-09-05,38.9,3,62.3,8,39.2,1,14.4,79.3
SN-I007,2025-11-16,37.3,6,0,0,48.7,5,12.4,78.9
SN-I007,2025-12-20,0,0,51.2,7,33.8,4,24.8,78.6
SN-I007,2025-12-22,50.5,8,46.3,10,48.6,6,24.7,62.4
SN-I008,2025-01-03,50.6,5,55.4,7,38.3,6,18.1,63.5
SN-I008,2025-02-28,45.9,1,64.2,4,45.1,6,0,0
SN-I008,2025-03-03,51.7,3,49.1,0,33.2,3,20.8,77.1
SN-I008,2025-03-04,51.0,8,51.0,3,37.0,3,19.9,70.0
SN-I008,2025-05-22,38.6,3,51.1,3,49.5,0,22.2,74.2
SN-I008,2025-09-29,51.1,2,0,0,49.5,8,11.6,61.4
SN-I008,2025-11-05,42.6,3,57.9,1,40.2,8,18.6,67.2
SN-I009,2025-01-17,35.8,9,45.3,8,34.6,8,24.8,64.1
SN-I009,2025-01-30,42.4,10,64.8,5,34.8,2,16.0,79.4
SN-I009,2025-06-09,46.6,4,63.9,5,45.3,3,11.9,65.3
SN-I009,2025-06-16,47.5,8,62.5,2,40.7,1,20.5,75.1
SN-I009,2025-09-29,0,0,52.4,9,37.7,8,15.5,60.1
SN-I009,2025-10-04,53.1,6,59.0,8,34.8,3,12.6,71.6
SN-I009,2025-10-10,39.8,0,47.2,5,44.9,6,21.0,60.0
SN-I010,2025-03-24,0,0,0,0,0,0,0,0
SN-I010,2025-03-26,44.2,2,47.2,8,48.0,6,19.6,76.0
SN-I010,2025-04-15,0,0,46.0,11,42.7,8,23.5,75.8
SN-I010,2025-05-17,35.2,1,62.3,4,34.1,6,15.3,78.4
SN-I010,2025-05-18,43.8,5,50.7,5,46.8,2,10.2,65.3
SN-I010,2025-05-21,35.7,6,62.0,2,42.5,5,25.0,69.0
SN-I010,2025-05-29,52.2,8,51.0,11,41.3,3,15.0,61.6
SN-I010,2025-06-17,0,0,62.3,1,0,0,21.0,66.2
SN-I010,2025-07-15,49.9,9,49.8,4,0,0,0,0
SN-I010,2025-09-04,48.4,9,52.4,4,36.6,3,19.6,69.1
SN-I010,2025-09-10,45.4,10,0,0,30.4,1,22.2,77.7
SN-I010,2025-09-19,0,0,0,0,0,0,0,0
SN-I010,2025-12-05,41.4,7,57.2,11,0,0,15.3,64.5
SN-I011,2025-01-24,42.1,6,57.4,4,48.3,3,17.7,79.6
SN-I011,2025-01-30,46.4,1,64.8,7,47.7,1,15.1,70.1
SN-I011,2025-02-07,50.2,9,46.6,3,42.2,1,15.3,76.1
SN-I011,2025-06-10,39.2,6,56.3,3,45.1,0,14.9,64.1
SN-I011,2025-07-09,49.9,6,59.5,8,30.8,4,11.2,77.6
SN-I011,2025-07-19,49.9,0,47.0,9,37.6,0,10.3,60.9
SN-I011,2025-09-05,46.1,3,53.8,0,38.4,1,14.9,67.5
SN-I011,2025-10-23,38.0,4,63.7,2,40.9,6,24.4,73.2
SN-I011,2025-11-11,54.1,8,64.4,5,40.4,6,15.6,65.3
SN-I011,2025-12-21,0,0,52.8,10,34.9,0,21.4,76.2
SN-I012,2025-01-14,37.6,4,48.3,8,34.5,1,0,0
SN-I012,2025-02-18,0,0,0,0,0,0,0,0
SN-I012,2025-03-26,39.2,3,47.7,7,39.7,3,10.9,60.9
SN-I012,2025-04-20,36.0,4,53.4,11,48.1,3,14.4,77.8
SN-I012,2025-05-15,40.7,5,61.9,9,41.5,4,0,0
SN-I012,2025-08-30,0,0,0,0,0,0,0,0
SN-I012,2025-09-07,49.4,0,58.8,10,41.2,0,19.1,61.1
SN-I012,2025-10-13,41.7,10,0,0,0,0,10.7,76.9
SN-I012,2025-11-01,45.8,4,0,0,44.1,7,16.8,67.4
SN-I012,2025-11-11,51.6,1,0,0,0,0,21.1,67.8
SN-I012,2025-11-15,51.4,4,49.5,8,48.6,2,20.9,78.0
SN-I013,2025-02-24,49.7,0,58.2,3,42.3,2,25.0,64.7
SN-I013,2025-03-16,41.7,5,63.4,11,0,0,23.9,62.9
SN-I013,2025-04-17,46.6,4,46.8,9,30.3,8,0,0
SN-I013,2025-04-30,37.6,5,59.8,6,47.7,0,15.3,70.5
SN-I013,2025-05-15,46.8,6,59.3,2,39.7,3,22.1,60.4
SN-I013,2025-05-20,41.5,5,60.5,2,31.8,7,17.3,64.8
SN-I013,2025-06-01,39.9,8,46.0,0,35.5,8,0,0
SN-I013,2025-06-03,36.7,1,57.4,11,37.9,8,19.7,74.4
SN-I013,2025-06-06,40.4,8,56.4,2,49.7,2,13.3,64.9
SN-I013,2025-06-21,54.6,6,59.6,5,43.1,5,14.3,75.4
SN-I013,2025-07-22,41.7,2,61.5,2,46.1,6,10.2,69.6
SN-I013,2025-07-27,46.7,2,64.4,7,41.7,0,24.4,65.2
SN-I013,2025-08-15,47.1,7,46.6,0,48.4,2,14.1,77.3
SN-I013,2025-09-13,48.8,4,50.9,11,35.6,8,10.4,60.9
SN-I013,2025-10-06,37.2,1,47.6,9,34.5,3,21.2,73.3
SN-I013,2025-12-19,44.6,2,53.6,8,37.2,7,0,0
SN-I013,2026-01-31,53.7,3,48.3,0,33.1,7,13.5,62.5
SN-I014,2025-03-03,39.0,8,0,0,30.9,4,19.1,79.5
SN-I014,2025-03-24,51.5,6,55.1,4,40.5,0,11.9,67.4
SN-I014,2025-05-10,38.1,4,48.6,11,37.3,8,20.8,67.9
SN-I014,2025-05-26,46.9,4,45.8,11,37.8,5,20.7,60.2
SN-I014,2025-05-30,43.6,1,54.2,5,48.1,4,13.8,73.4
SN-I014,2025-07-14,36.7,0,0,0,31.9,6,23.5,77.2
SN-I014,2025-10-01,52.9,1,46.7,2,0,0,17.5,66.5
SN-I014,2025-10-07,53.8,10,0,0,45.0,1,14.6,71.2
SN-I014,2026-01-27,40.6,0,46.1,10,32.8,7,16.3,66.1
SN-I015,2025-03-10,0,0,56.4,6,37.6,0,19.8,65.8
SN-I015,2025-03-26,0,0,0,0,0,0,0,0
SN-I015,2025-04-07,53.2,6,53.1,7,35.1,4,14.5,76.7
SN-I015,2025-05-18,46.3,10,47.2,12,49.2,5,14.5,72.2
SN-I015,2025-05-27,0,0,64.8,11,32.3,7,19.8,67.5
SN-I015,2025-09-03,54.9,5,64.4,5,32.2,4,25.0,79.2
SN-I015,2025-09-10,44.9,10,62.5,0,40.7,8,13.5,79.6
SN-I015,2025-12-06,35.2,9,59.3,1,39.3,4,20.7,65.0
SN-I015,2025-12-15,44.0,0,52.9,7,41.0,1,22.4,60.1
SN-I015,2026-01-11,44.5,4,58.9,4,33.5,0,20.6,65.2
SN-I015,2026-01-19,51.6,0,47.6,10,32.8,0,17.6,77.3
SN-I016,2025-03-08,38.0,0,57.7,8,45.2,0,20.2,70.0
SN-I016,2025-03-29,0,0,0,0,0,0,0,0
SN-I016,2025-07-22,49.5,2,45.2,12,0,0,20.7,77.1
SN-I016,2025-09-04,45.0,10,51.3,7,37.3,5,12.8,67.5
SN-I016,2025-09-07,48.1,4,46.1,12,49.6,5,19.1,74.5
SN-I016,2025-12-08,0,0,0,0,0,0,0,0
SN-I016,2026-01-13,39.1,2,50.0,7,45.4,7,23.8,70.3
SN-I017,2025-01-30,44.1,4,0,0,31.8,2,20.0,65.7
SN-I017,2025-03-14,54.5,1,46.8,4,0,0,10.8,71.2
SN-I017,2025-03-18,0,0,60.6,12,32.5,2,0,0
SN-I017,2025-04-11,37.9,7,51.9,2,38.1,5,12.3,61.7
SN-I017,2025-05-21,36.8,6,59.0,3,0,0,0,0
SN-I017,2025-06-24,38.0,9,45.6,1,41.3,0,17.5,72.7
SN-I017,2025-08-02,50.2,2,63.5,2,49.8,8,21.2,70.0
SN-I017,2025-08-17,45.9,7,57.9,2,42.6,2,18.1,62.3
SN-I017,2025-09-13,50.5,2,52.6,0,44.0,2,15.3,65.7
SN-I017,2025-10-29,36.0,4,63.6,10,36.8,7,11.1,71.3
SN-I017,2026-02-01,35.2,4,61.3,9,30.2,8,0,0
SN-I018,2025-02-13,52.6,5,0,0,45.7,3,18.2,60.2
SN-I018,2025-02-21,38.1,6,45.5,8,47.6,0,15.4,71.3
SN-I018,2025-06-02,46.1,2,63.6,4,46.8,2,12.4,79.3
SN-I018,2025-06-27,49.2,0,52.4,7,42.7,2,20.0,68.8
SN-I018,2025-07-04,39.2,0,61.9,8,41.8,4,11.6,78.8
SN-I018,2025-08-19,0,0,0,0,0,0,0,0
SN-I018,2025-10-04,52.1,3,45.1,6,35.9,4,23.8,71.8
SN-I018,2025-10-25,53.9,3,45.0,10,33.1,1,19.2,72.2
SN-I018,2025-10-29,36.1,1,60.5,7,0,0,19.6,75.9
SN-I019,2025-01-09,46.6,3,48.0,2,46.4,4,10.7,62.3
SN-I019,2025-01-28,48.8,7,54.3,6,30.1,2,0,0
SN-I019,2025-02-21,46.9,9,48.5,10,35.7,5,16.6,63.5
SN-I019,2025-02-23,47.7,4,54.9,9,37.7,0,14.1,66.5
SN-I019,2025-03-07,37.2,6,48.1,4,49.6,2,0,0
SN-I019,2025-05-08,0,0,0,0,39.1,8,13.6,71.9
SN-I019,2025-06-18,40.5,9,46.0,9,40.3,1,24.8,74.9
SN-I019,2025-07-16,41.5,0,57.1,0,49.3,6,14.0,67.9
SN-I019,2025-08-23,53.1,3,0,0,43.3,1,21.9,65.0
SN-I019,2026-01-14,39.4,3,0,0,33.8,6,11.1,64.6
SN-I020,2025-02-10,53.2,2,49.8,2,30.8,0,12.2,60.8
SN-I020,2025-04-20,44.3,0,47.8,10,35.8,8,19.5,75.5
SN-I020,2025-09-21,39.4,0,46.6,1,0,0,24.9,67.3
SN-I020,2025-10-01,35.2,0,59.0,12,41.2,1,14.7,65.9
SN-I020,2025-10-11,46.9,3,46.0,11,42.1,3,13.8,66.2
SN-I020,2025-10-17,53.1,6,52.0,11,33.7,2,14.8,74.8
SN-J001,2025-05-02,49.5,0,62.4,8,49.7,7,22.3,68.1
SN-J001,2025-06-10,48.8,7,59.2,3,0,0,13.5,63.6
SN-J001,2025-07-18,48.2,10,50.8,4,47.6,7,20.9,70.2
SN-J001,2025-09-24,37.0,8,47.2,3,42.8,3,21.8,77.1
SN-J001,2025-11-03,35.3,2,53.9,8,37.5,0,23.2,74.4
SN-J001,2025-11-14,35.2,8,63.4,6,31.4,3,21.2,76.4
SN-J001,2025-12-29,44.0,2,63.4,11,33.4,2,13.7,72.2
SN-J002,2025-01-02,42.0,2,50.8,1,47.2,8,14.9,63.0
SN-J002,2025-01-21,41.1,8,0,0,39.8,0,20.9,70.3
